0,.000,10
1,s000,1
2,p000,1
3,p001,1
4,p100,1
5,b000,1
6,b001,1
7,b002,1
8,b003,1
9,b010,1
10,b011,1
11,b012,1
12,b013,1
13,b030,1
14,b031,1
15,b032,1
16,b033,1
